X,Y,Z
-3377.544,2743.45,-379520.46875
-3404.124,2747.96,-379520.46875
-3435.594,2755.91,-379520.46875
-3462.304,2760.14,-379520.46875
-3482.604,2759.51,-379520.46875
-3504.554,2759.96,-379520.46875
-3508.704,2747.42,-379520.46875
-3460.004,2696.97,-379520.46875
-3601.514,2782.76,-379520.46875
-3625.284,2783.85,-379520.46875
-3596.784,2747.95,-379520.46875
-3569.734,2713.39,-379520.46875
-3585.194,2708.71,-379520.46875
-3630.264,2724.46,-379520.46875
-3646.614,2720.13,-379520.46875
-3607.654,2677.92,-379520.46875
-3616.454,2668.55,-379520.46875
-3615.014,2591.55,-379520.46875
-3616.894,2577.75,-379520.46875
-3629.624,2571.04,-379520.46875
-3635.614,2559.94,-379520.46875
-3626.434,2539.11,-379520.46875
-3619.684,2519.96,-379520.46875
-3642.434,2519.59,-379520.46875
-3693.974,2537.23,-379520.46875
-3709.674,2487.33,-379520.46875
-3637.694,2428.68,-379520.46875
-3622.374,2319.52,-379520.46875
-3638.874,2314.99,-379520.46875
-3636.294,2299.43,-379520.46875
-3476.724,1998.4,-379520.46875
-3517.714,1929.94,-379520.46875
-3519.094,1917.96,-379520.46875
-3563.684,1926.8,-379520.46875
-3944.364,1383.19,-379520.46875
-3906.484,1359.62,-379520.46875
-3950.134,1359.96,-379520.46875
-3968.824,1352.89,-379520.46875
-3949.994,1335.07,-379520.46875
-3876.214,1301.96,-379520.46875
-3917.904,1301.39,-379520.46875
-3959.614,1300.58,-379520.46875
-3871.294,1037.89,-379520.46875
-3727.844,996.05,-379520.46875
-3721.294,983.39,-379520.46875
-3927.324,1014.08,-379520.46875
-3974.094,999.58,-379520.46875
-3928.264,978.66,-379520.46875
-3973.684,975.52,-379520.46875
-3965.064,961.93,-379520.46875
-3533.624,869.95,-379520.46875
-3547.324,861.83,-379520.46875
-3505.884,843.74,-379520.46875
-3477.164,828.16,-379520.46875
-3470.064,816.51,-379520.46875
-3457.014,803.9,-379520.46875
-3469.564,795.67,-379520.46875
-3577.804,803.12,-379520.46875
-3580.494,792.88,-379520.46875
-3568.324,780.28,-379520.46875
-3628.254,778.98,-379520.46875
-3662.504,773.41,-379520.46875
-3729.384,772.53,-379520.46875
-3569.714,738.04,-379520.46875
-3463.334,712.15,-379520.46875
-3388.514,691.36,-379520.46875
-3484.994,694.61,-379520.46875
-3484.394,684.21,-379520.46875
-3556.134,683.36,-379520.46875
-3483.094,663.44,-379520.46875
-3388.144,641.19,-379520.46875
-3342.724,625.61,-379520.46875
-3295.254,610.05,-379520.46875
-3328.164,604.2,-379520.46875
-3362.074,598.27,-379520.46875
-3379.074,590.26,-379520.46875
-3340.384,576.14,-379520.46875
-3263.854,558.26,-379520.46875
-3253.894,547.65,-379520.46875
-3244.894,537.21,-379520.46875
-3262.744,529.41,-379520.46875
-3301.474,523.46,-379520.46875
-3365.104,519.55,-379520.46875
-3411.804,513.79,-379520.46875
-3442.544,506.41,-379520.46875
-3403.514,493.14,-379520.46875
-3366.424,480.26,-379520.46875
-3308.354,466.01,-379520.46875
-3305.084,456.1,-379520.46875
-3333.704,448.45,-379520.46875
-3369.284,441.11,-379520.46875
-3339.994,429.39,-379520.46875
-3253.764,414.36,-379520.46875
-3183.454,400.76,-379520.46875
-3118.084,387.85,-379520.46875
-3085.614,377.06,-379520.46875
-3082.084,367.89,-379520.46875
-3073.524,358.52,-379520.46875
-3080.914,349.89,-379520.46875
-3078.304,340.81,-379520.46875
-3083.654,332.06,-379520.46875
-3116.954,324.26,-379520.46875
-3133.254,315.71,-379520.46875
-3145.524,306.96,-379520.46875
-3114.794,297,-379520.46875
-3095.024,287.48,-379520.46875
-3006.244,276.66,-379520.46875
-2979.414,267.45,-379520.46875
-2996.554,259.04,-379520.46875
-2972.664,250.05,-379520.46875
-2951.754,241.22,-379520.46875
-2936.824,232.56,-379520.46875
-2952.864,224.07,-379520.46875
-2934.874,215.49,-379520.46875
-2961.864,206.89,-379520.46875
-2965.824,198.26,-379520.46875
-2960.764,189.69,-379520.46875
-3010.674,180.51,-379520.46875
-3025.564,171.55,-379520.46875
-3025.424,162.75,-379520.46875
-3016.264,154.15,-379520.46875
-3028.064,145.1,-379520.46875
-3012.854,136.7,-379520.46875
-2977.634,128.95,-379520.46875
-2525.594,134.69,-379520.46875
-2542.344,126.76,-379520.46875
-2948.784,104.06,-379520.46875
-2939.454,95.85,-379520.46875
-2652.374,99.79,-379520.46875
-2864.794,82.2,-379520.46875
-2613.704,86.25,-379520.46875
-2852.984,66.13,-379520.46875
-2845.554,58.23,-379520.46875
-2672.374,59.99,-379520.46875
-2552.134,59.54,-379520.46875
-2534.704,53.21,-379520.46875
-2531.234,46.05,-379520.46875
-2523.744,39.18,-379520.46875
-2574.094,28.15,-379520.46875
-2561.574,21.58,-379520.46875
-2687.604,4.19999999999999,-379520.46875
-2711.904,-5.63999999999999,-379520.46875
3743.523,4545.79,-379818.40625
3799.373,4636.28,-379818.40625
3661.883,4552.45,-379818.40625
3790.583,5367.62,-379818.40625
3779.113,5383.48,-379818.40625
3759.943,5388.81,-379818.40625
3751.913,5409.46,-379818.40625
3728.613,5409,-379818.40625
3708.833,5413.32,-379818.40625
542.573,5115.63,-379818.40625
529.713,5130.12,-379818.40625
513.733,5115.74,-379818.40625
499.783,5120.21,-379818.40625
488.083,5147.53,-379818.40625
480.473,5218.61,-379818.40625
494.513,5524.66,-379818.40625
480.693,5544.02,-379818.40625
464.223,5534.45,-379818.40625
223.443,4762.32,-379818.40625
209.373,4744.98,-379818.40625
194.383,4704.63,-379818.40625
217.653,5586.43,-379818.40625
171.933,4801.63,-379818.40625
156.853,4753.16,-379818.40625
143.383,4745.61,-379818.40625
-2342.037,6888.22,-379818.40625
-2357.107,6869.14,-379818.40625
-2375.107,6858.5,-379818.40625
-2596.197,4801.02,-379818.40625
-2604.087,4783.89,-379818.40625
-3882.917,1389.58,-379818.40625
-3805.847,1354.18,-379818.40625
-3760.257,1328.62,-379818.40625
-3830.647,1337.38,-379818.40625
-3822.367,1322.9,-379818.40625
-3847.687,1318.13,-379818.40625
-3840.297,1303.94,-379818.40625
-3819.377,1286.02,-379818.40625
-3821.517,1274.64,-379818.40625
-3854.907,1223.81,-379818.40625
-3824.907,1204.08,-379818.40625
-3856.837,1200.4,-379818.40625
-3893.617,1197.75,-379818.40625
-3882.877,1183.04,-379818.40625
-3860.437,1165.53,-379818.40625
-3824.317,1144.85,-379818.40625
-3862.987,1142.37,-379818.40625
-3729.657,1076.01,-379818.40625
-3739.947,1066.94,-379818.40625
-3691.677,1044.65,-379818.40625
-3810.247,1059.7,-379818.40625
-3806.827,1047.34,-379818.40625
-3801.417,1034.59,-379818.40625
-3700.107,1001.47,-379818.40625
-3691.607,988.46,-379818.40625
-3778.067,995.13,-379818.40625
-3703.887,968.58,-379818.40625
-3670.767,950.73,-379818.40625
-3721.947,949.75,-379818.40625
-3619.037,918.49,-379818.40625
-3486.517,882.2,-379818.40625
-3465.837,867.8,-379818.40625
-3501.157,863.93,-379818.40625
-3493.187,851.95,-379818.40625
-3479.277,838.97,-379818.40625
-3480.097,828.68,-379818.40625
-3478.907,818.05,-379818.40625
-3533.877,817.02,-379818.40625
-3475.457,796.66,-379818.40625
-3564.957,801.01,-379818.40625
-3628.837,800.7,-379818.40625
-3553.487,777.93,-379818.40625
-3797.197,805.27,-379818.40625
-3773.197,790.31,-379818.40625
-3693.757,767.2,-379818.40625
-3576.617,739.05,-379818.40625
-3622.667,735.06,-379818.40625
-3657.837,729.26,-379818.40625
-3584.027,708.26,-379818.40625
-3547.787,692.76,-379818.40625
-3572.957,685.59,-379818.40625
-3604.067,679.03,-379818.40625
-3616.317,669.93,-379818.40625
-3615.637,659.18,-379818.40625
-3689.397,657.37,-379818.40625
-3635.047,640.13,-379818.40625
-3639.247,629.9,-379818.40625
-3609.627,615.9,-379818.40625
-3625.697,607.02,-379818.40625
-3613.887,595.12,-379818.40625
-3589.117,581.97,-379818.40625
-3581.217,570.64,-379818.40625
-3550.377,557.16,-379818.40625
-3518.507,543.77,-379818.40625
-3482.597,530.2,-379818.40625
-3441.657,516.41,-379818.40625
-3415.617,504.13,-379818.40625
-3387.537,491.83,-379818.40625
-3386.337,481.83,-379818.40625
-3406.047,473.43,-379818.40625
-3425.737,464.91,-379818.40625
-3417.467,454.33,-379818.40625
-3327.357,438.29,-379818.40625
-3291.067,426.25,-379818.40625
-3261.727,414.85,-379818.40625
-3256.297,405.02,-379818.40625
-3266.827,396.11,-379818.40625
-3216.407,383.94,-379818.40625
-3184.927,373,-379818.40625
-3215.337,365.15,-379818.40625
-3209.767,355.54,-379818.40625
-3179.187,344.94,-379818.40625
-3154.567,334.76,-379818.40625
-3136.917,324.96,-379818.40625
-3132.227,315.68,-379818.40625
-3128.507,306.46,-379818.40625
-3139.757,297.66,-379818.40625
-3166.977,289.17,-379818.40625
-3174.177,280.11,-379818.40625
-3153.357,270.51,-379818.40625
-3156.507,261.39,-379818.40625
-3152.627,252.17,-379818.40625
-3180.717,243.26,-379818.40625
-3154.787,233.86,-379818.40625
-3139.837,224.65,-379818.40625
-3066.847,215.51,-379818.40625
-3067.837,206.6,-379818.40625
-3039.797,197.84,-379818.40625
-3055.737,188.87,-379818.40625
-3032.647,180.26,-379818.40625
-3007.537,171.8,-379818.40625
-2986.397,163.43,-379818.40625
-2962.247,155.24,-379818.40625
-2931.067,147.35,-379818.40625
-2956.847,138.15,-379818.40625
-2944.617,129.91,-379818.40625
-2959.347,120.88,-379818.40625
-2986.047,111.34,-379818.40625
-3011.717,101.68,-379818.40625
-2980.397,94.19,-379818.40625
-2953.057,86.7,-379818.40625
-2973.647,77.15,-379818.40625
-2963.247,69,-379818.40625
-2928.857,62.17,-379818.40625
-2901.437,55.15,-379818.40625
-2924.927,45.32,-379818.40625
-2812.627,43.65,-379818.40625
-2819.097,35.03,-379818.40625
-2823.557,26.5,-379818.40625
-2812.017,19.07,-379818.40625
-2772.537,13.73,-379818.40625
-2810.837,2.72999999999999,-379818.40625
-2805.217,-5.03999999999999,-379818.40625
-2802.577,-13.03,-379818.40625
3740.296,4542.01,-380084.15625
3710.166,4583.67,-380084.15625
3664.516,4555.51,-380084.15625
3803.086,5384.53,-380084.15625
3787.436,5394.78,-380084.15625
3770.586,5403.36,-380084.15625
3751.966,5409.46,-380084.15625
3737.996,5421.99,-380084.15625
531.276,5144.04,-380084.15625
517.776,5153.53,-380084.15625
535.476,5467.39,-380084.15625
529.616,5563.47,-380084.15625
236.146,4750.66,-380084.15625
222.056,4733.36,-380084.15625
208.246,4720.01,-380084.15625
232.896,5575.78,-380084.15625
189.776,4909.01,-380084.15625
170.446,4761.66,-380084.15625
157.006,4756.15,-380084.15625
-2338.014,6876.9,-380084.15625
-2361.384,6881.39,-380084.15625
-2589.644,4820.75,-380084.15625
-2594.174,4797.53,-380084.15625
-3943.754,1345.72,-380084.15625
-3906.624,1322.78,-380084.15625
-3954.434,1311.55,-380084.15625
-3947.004,1297.14,-380084.15625
-3921.184,1277.81,-380084.15625
-3914.594,1263.82,-380084.15625
-3954.364,1262.17,-380084.15625
-3950.624,1248.9,-380084.15625
-3919.734,1228.64,-380084.15625
-3922.664,1217.24,-380084.15625
-3948.834,1211.72,-380084.15625
-3995.374,1211.13,-380084.15625
-3952.524,1176.06,-380084.15625
-3559.564,1069.47,-380084.15625
-3572.744,1061.66,-380084.15625
-3659.894,1071.11,-380084.15625
-3904.984,1116.53,-380084.15625
-3906.614,1104.96,-380084.15625
-3760.894,1060.24,-380084.15625
-3648.134,1023.74,-380084.15625
-3606.514,1003.51,-380084.15625
-3580.444,986.91,-380084.15625
-3594.414,979,-380084.15625
-3596.624,968.55,-380084.15625
-3965.054,1033.8,-380084.15625
-3866.494,1001.71,-380084.15625
-3807.974,978.27,-380084.15625
-3696.384,944.71,-380084.15625
-3530.644,901.3,-380084.15625
-3503.154,885.39,-380084.15625
-3497.234,873.73,-380084.15625
-3537.474,870.68,-380084.15625
-3495.104,852.31,-380084.15625
-3481.194,839.32,-380084.15625
-3527.314,837.03,-380084.15625
-3707.444,857.72,-380084.15625
-3711.264,847.28,-380084.15625
-3699.284,834.18,-380084.15625
-3669.494,818.22,-380084.15625
-3681.104,809.15,-380084.15625
-3649.234,793.12,-380084.15625
-3646.954,781.9,-380084.15625
-3697.024,778.69,-380084.15625
-3671.944,763.95,-380084.15625
-3681.444,754.43,-380084.15625
-3671.114,742.03,-380084.15625
-3680.554,732.47,-380084.15625
-3629.544,714.54,-380084.15625
-3609.184,701.04,-380084.15625
-3584.804,687.15,-380084.15625
-3601.034,678.65,-380084.15625
-3550.774,661.69,-380084.15625
-3527.254,648.31,-380084.15625
-3583.104,644.61,-380084.15625
-3607.184,636.87,-380084.15625
-3619.324,627.63,-380084.15625
-3620.504,617.11,-380084.15625
-3614.704,605.84,-380084.15625
-3610.854,594.8,-380084.15625
-3599.014,582.98,-380084.15625
-3603.054,572.82,-380084.15625
-3596.114,561.58,-380084.15625
-3532.394,545.07,-380084.15625
-3507.444,532.46,-380084.15625
-3515.324,522.87,-380084.15625
-3514.214,512.49,-380084.15625
-3502.104,501.21,-380084.15625
-3472.024,488.59,-380084.15625
-3411.974,473.88,-380084.15625
-3389.774,462.29,-380084.15625
-3424.394,454.82,-380084.15625
-3303.354,436.68,-380084.15625
-3349.894,430.03,-380084.15625
-3136.904,407.19,-380084.15625
-3195.354,401.46,-380084.15625
-3123.994,388.18,-380084.15625
-3228.334,384.57,-380084.15625
-3246.794,376.08,-380084.15625
-3249.244,366.73,-380084.15625
-3244.684,357.07,-380084.15625
-3245.084,347.64,-380084.15625
-3235.464,337.83,-380084.15625
-3200.824,327.2,-380084.15625
-3116.184,315.17,-380084.15625
-3054.484,304.3,-380084.15625
-3093.724,296.45,-380084.15625
-3091.944,287.41,-380084.15625
-3073.144,278.03,-380084.15625
-3021.324,268.19,-380084.15625
-3004.474,259.16,-380084.15625
-3028.584,250.71,-380084.15625
-3079.674,242.36,-380084.15625
-3135.734,233.75,-380084.15625
-3129.784,224.62,-380084.15625
-3127.794,215.52,-380084.15625
-3139.784,206.4,-380084.15625
-3004.744,198.04,-380084.15625
-2987.684,189.45,-380084.15625
-3054.594,180,-380084.15625
-3040.484,171.33,-380084.15625
-3043.344,162.44,-380084.15625
-3006.184,154.35,-380084.15625
-2951.004,146.88,-380084.15625
-2877.824,140.21,-380084.15625
-2824.614,133.38,-380084.15625
-2838.354,124.73,-380084.15625
-2841.084,116.38,-380084.15625
-2891.744,106.2,-380084.15625
-2867.434,98.77,-380084.15625
-2901.054,88.96,-380084.15625
-2882.694,81.37,-380084.15625
-2881.294,73.04,-380084.15625
-2880.874,64.67,-380084.15625
-2879.424,56.36,-380084.15625
-2869.964,48.51,-380084.15625
-2868.464,40.24,-380084.15625
-2852.974,32.86,-380084.15625
-2821.504,26.64,-380084.15625
-2830.924,17.74,-380084.15625
-2752.544,15.18,-380084.15625
-2759.924,6.58000000000001,-380084.15625
-2758.314,-1.36000000000001,-380084.15625
-2776.604,-10.92,-380084.15625
3743.646,4545.79,-380326.90625
3714.766,4589,-380326.90625
3817.976,5404.66,-380326.90625
3798.136,5409.3,-380326.90625
3790.076,5430.05,-380326.90625
3769.026,5432.96,-380326.90625
3756.746,5447.97,-380326.90625
548.796,5170.29,-380326.90625
532.756,5156.97,-380326.90625
521.316,5186.35,-380326.90625
545.966,5568.86,-380326.90625
529.786,5564.46,-380326.90625
235.216,4731.68,-380326.90625
222.326,4737.35,-380326.90625
211.466,4786.94,-380326.90625
234.066,5600.75,-380326.90625
183.996,4767.13,-380326.90625
170.136,4751.67,-380326.90625
-2343.234,6892,-380326.90625
-2358.314,6872.91,-380326.90625
-2573.724,4823.88,-380326.90625
-2587.124,4816.39,-380326.90625
-3854.054,1069.45,-380326.90625
-3814.524,1049.05,-380326.90625
-3837.454,1042.39,-380326.90625
-3824.194,1027.9,-380326.90625
-3841.224,1019.86,-380326.90625
-3933.644,1027.32,-380326.90625
-3893.864,1007.3,-380326.90625
-3874.584,991.65,-380326.90625
-3772.834,959.83,-380326.90625
-3810.324,955.74,-380326.90625
-3729.964,928.86,-380326.90625
-3725.144,916.72,-380326.90625
-3746.834,909.54,-380326.90625
-3744.904,897.92,-380326.90625
-3697.664,878.2,-380326.90625
-3685.784,865.02,-380326.90625
-3682.734,853.45,-380326.90625
-3620.504,831.81,-380326.90625
-3612.424,819.63,-380326.90625
-3670.414,818.39,-380326.90625
-3632.664,801.34,-380326.90625
-3606.694,786.39,-380326.90625
-3583.644,772.06,-380326.90625
-3608.974,765.26,-380326.90625
-2872.774,644.36,-380326.90625
-3709.074,758.5,-380326.90625
-3592.854,730.79,-380326.90625
-3603.254,721.6,-380326.90625
-3607.684,711.53,-380326.90625
-3621.994,702.78,-380326.90625
-3595.634,688.59,-380326.90625
-3598.984,678.4,-380326.90625
-3524.914,658.44,-380326.90625
-3515.274,646.85,-380326.90625
-3450.984,628.76,-380326.90625
-3355.824,607.45,-380326.90625
-3334.104,595.09,-380326.90625
-3279.544,579.21,-380326.90625
-3240.814,565.37,-380326.90625
-3194.084,550.93,-380326.90625
-3065.724,528.41,-380326.90625
-3014.884,514.35,-380326.90625
-3014.744,505.5,-380326.90625
-3048.434,499.81,-380326.90625
-3125.934,497.9,-380326.90625
-3113.794,487.68,-380326.90625
-3067.744,474.66,-380326.90625
-3051.544,464.36,-380326.90625
-3150.944,463.27,-380326.90625
-3353.074,469.41,-380326.90625
-3383.724,461.85,-380326.90625
-3294.644,445.72,-380326.90625
-3234.444,432.06,-380326.90625
-3060.414,411.44,-380326.90625
-2957.174,396.17,-380326.90625
-2988.634,389.39,-380326.90625
-3203.794,392.62,-380326.90625
-3324.134,389.61,-380326.90625
-3218.764,374.69,-380326.90625
-3009.444,355.53,-380326.90625
-2967.874,344.94,-380326.90625
-2910.294,333.95,-380326.90625
-2856.664,323.44,-380326.90625
-2887.944,316.22,-380326.90625
-2904.224,308.35,-380326.90625
-3180.624,298.74,-380326.90625
-2958.264,267.08,-380326.90625
-2865.414,257.11,-380326.90625
-2934.524,249.6,-380326.90625
-3053.604,242.13,-380326.90625
-3086.664,233.46,-380326.90625
-3153.714,224.69,-380326.90625
-2491.724,215.42,-380326.90625
-3067.714,206.6,-380326.90625
-3061.674,197.72,-380326.90625
-2889.614,190.29,-380326.90625
-2928.534,181.45,-380326.90625
-2915.424,173.13,-380326.90625
-2887.294,165.14,-380326.90625
-2789.154,158.73,-380326.90625
-2720.994,152.2,-380326.90625
-2840.764,141.17,-380326.90625
-2837.534,133,-380326.90625
-2539.194,126.87,-380326.90625
-2509.944,120.58,-380326.90625
-2458.704,115.36,-380326.90625
-2442.414,108.91,-380326.90625
-2440.104,101.91,-380326.90625
-2510.674,91.32,-380326.90625
-2669.084,75.73,-380326.90625
-2792.484,61.15,-380326.90625
-2820.974,51.35,-380326.90625
-2810.504,43.77,-380326.90625
-2788.044,37.01,-380326.90625
-2593.944,41.85,-380326.90625
-2627.344,31.94,-380326.90625
-2497.144,33.74,-380326.90625
-2547.464,22.64,-380326.90625
-2547.884,15.16,-380326.90625
-2534.334,8.81,-380326.90625
3753.012,4531.1,-380595.28125
3752.872,4556.38,-380595.28125
3776.282,4635.17,-380595.28125
3699.932,4571.48,-380595.28125
3817.452,5403.86,-380595.28125
3812.972,5429.48,-380595.28125
3793.662,5434.9,-380595.28125
3766.742,5429.72,-380595.28125
3752.722,5442.29,-380595.28125
547.642,5159.36,-380595.28125
534.002,5167.9,-380595.28125
545.222,5412.1,-380595.28125
548.382,5591.74,-380595.28125
250.092,4760.92,-380595.28125
235.752,4740.67,-380595.28125
221.592,4721.37,-380595.28125
249.432,5592.05,-380595.28125
200.522,4839.49,-380595.28125
183.482,4753.14,-380595.28125
170.582,4761.66,-380595.28125
-2321.108,6891.22,-380595.28125
-2337.878,6876.9,-380595.28125
-2357.578,6871.02,-380595.28125
-2572.198,4821.26,-380595.28125
-2586.568,4815.51,-380595.28125
-3983.768,1134.77,-380595.28125
-3990.328,1124.08,-380595.28125
-3971.488,1107.65,-380595.28125
-3933.068,1087,-380595.28125
-3913.118,1070.65,-380595.28125
-3854.988,1046.19,-380595.28125
-3835.868,1030.4,-380595.28125
-3735.458,997.69,-380595.28125
-3654.478,969.63,-380595.28125
-3542.018,935.65,-380595.28125
-3584.298,933.42,-380595.28125
-3534.378,912.72,-380595.28125
-3534.428,902.07,-380595.28125
-3591.418,902.33,-380595.28125
-3630.738,898.93,-380595.28125
-3640.578,889.83,-380595.28125
-3662.208,882.84,-380595.28125
-3667.088,872.72,-380595.28125
-3729.048,872.67,-380595.28125
-3739.818,863.36,-380595.28125
-3774.218,858.04,-380595.28125
-3786.918,848.88,-380595.28125
-3794.668,838.85,-380595.28125
-3862.608,838.5,-380595.28125
-3901.938,833.22,-380595.28125
-3878.028,817.88,-380595.28125
-3833.308,799.51,-380595.28125
-3227.758,697.49,-380595.28125
-3185.608,681.73,-380595.28125
-3208.728,675.6,-380595.28125
-3246.698,671.43,-380595.28125
-3197.488,655.03,-380595.28125
-3215.598,648,-380595.28125
-3207.928,637.48,-380595.28125
-3190.298,625.73,-380595.28125
-3217.278,619.7,-380595.28125
-3257.148,615.11,-380595.28125
-3289.078,609.34,-380595.28125
-3279.288,598.5,-380595.28125
-3274.428,588.29,-380595.28125
-3161.198,566.06,-380595.28125
-2938.518,532.66,-380595.28125
-3602.758,593.97,-380595.28125
-3594.898,582.58,-380595.28125
-2919.288,504.86,-380595.28125
-2926.088,496.95,-380595.28125
-2908.978,486.77,-380595.28125
-3566.068,537.78,-380595.28125
-3566.988,527.42,-380595.28125
-2973.018,466.64,-380595.28125
-2960.778,456.93,-380595.28125
-2941.528,446.76,-380595.28125
-2941.198,438.13,-380595.28125
-2915.898,427.69,-380595.28125
-2864.638,415.58,-380595.28125
-2873.188,407.79,-380595.28125
-2923.638,402.65,-380595.28125
-2971.078,397.03,-380595.28125
-2985.578,389.21,-380595.28125
-3022.008,382.53,-380595.28125
-2984.538,371.75,-380595.28125
-3008.958,364.27,-380595.28125
-2768.638,344.27,-380595.28125
-2797.978,337.5,-380595.28125
-2715.388,325.97,-380595.28125
-2817.628,321.96,-380595.28125
-2801.938,313.21,-380595.28125
-2776.218,304.23,-380595.28125
-2759.478,295.66,-380595.28125
-2790.688,288.46,-380595.28125
-2836.878,281.43,-380595.28125
-2911.048,274.71,-380595.28125
-3079.178,269.21,-380595.28125
-3076.328,260.22,-380595.28125
-2502.488,244.5,-380595.28125
-2740.548,239.35,-380595.28125
-2734.608,231.35,-380595.28125
-2922.648,223.98,-380595.28125
-2849.658,215.48,-380595.28125
-2769.648,207.42,-380595.28125
-2674.618,199.91,-380595.28125
-2516.568,193.49,-380595.28125
-2467.498,186.74,-380595.28125
-3132.338,170.01,-380595.28125
-3173.188,160.2,-380595.28125
-3185.008,150.73,-380595.28125
-3128.828,142.77,-380595.28125
-3115.608,134.02,-380595.28125
-3101.358,125.37,-380595.28125
-3085.098,116.86,-380595.28125
-3048.818,109.15,-380595.28125
-3089.468,98.75,-380595.28125
-2999.188,93.42,-380595.28125
-3080.748,81.14,-380595.28125
-2976.458,77.01,-380595.28125
-3015.998,66.39,-380595.28125
-2970.608,59.98,-380595.28125
-2976.138,51.01,-380595.28125
-3003.598,40.74,-380595.28125
-2952.178,35.12,-380595.28125
-2937.668,27.44,-380595.28125
-2758.508,30.84,-380595.28125
-3039.278,3.19999999999999,-380595.28125
-2998.758,-2.72999999999999,-380595.28125
-1623.038,92.54,-380595.28125
-1611.708,88.69,-380595.28125
-1614.318,83.77,-380595.28125
3841.035,4632.18,-380807.625
3934.175,4765.85,-380807.625
3844.615,4688.59,-380807.625
3721.095,4570.57,-380807.625
3723.305,4598.91,-380807.625
3836.675,4785.9,-380807.625
3825.215,5414.33,-380807.625
3813.025,5429.48,-380807.625
3789.015,5428.43,-380807.625
3777.345,5444.3,-380807.625
3760.365,5452.85,-380807.625
566.055,5192.51,-380807.625
547.585,5158.37,-380807.625
544.635,5265.33,-380807.625
565.125,5600.05,-380807.625
549.045,5597.7,-380807.625
248.645,4733.97,-380807.625
235.545,4735.68,-380807.625
265.725,5603.27,-380807.625
250.655,5617.02,-380807.625
197.485,4769.56,-380807.625
183.335,4748.15,-380807.625
-2315.155,6874.22,-380807.625
-2338.485,6878.79,-380807.625
-2358.865,6874.79,-380807.625
-2567.455,4844.46,-380807.625
-2576.045,4828.25,-380807.625
-3908.605,1165.42,-380807.625
-3852.045,1139.8,-380807.625
-3832.345,1123.29,-380807.625
-3824.255,1109.64,-380807.625
-3829.765,1099.2,-380807.625
-3841.095,1090.06,-380807.625
-3884.605,1088.11,-380807.625
-3888.105,1077.03,-380807.625
-3892.555,1066.16,-380807.625
-3891.105,1053.99,-380807.625
-3772.235,1016.87,-380807.625
-3783.365,1007.75,-380807.625
-3781.735,995.94,-380807.625
-3749.695,977.96,-380807.625
-3734.255,963.52,-380807.625
-3741.325,953.63,-380807.625
-3806.275,954.98,-380807.625
-3846.715,951.25,-380807.625
-3863.585,942.84,-380807.625
-3743.765,908.99,-380807.625
-3730.025,895.23,-380807.625
-3789.075,894.63,-380807.625
-3869.825,897.53,-380807.625
-3810.705,875.67,-380807.625
-3567.155,822.73,-380807.625
-3541.295,807.74,-380807.625
-3759.095,833,-380807.625
-3825.045,832.44,-380807.625
-3133.495,711.36,-380807.625
-3066.745,691.65,-380807.625
-2937.625,662.82,-380807.625
-2925.075,652.21,-380807.625
-2846.185,631.95,-380807.625
-2837.495,622.25,-380807.625
-2852.525,615.96,-380807.625
-3008.225,628.96,-380807.625
-2550.565,558.36,-380807.625
-2476.205,541.01,-380807.625
-2504.915,537.4,-380807.625
-2527.665,532.87,-380807.625
-2587.145,532.72,-380807.625
-2534.435,518.77,-380807.625
-2879.955,551.75,-380807.625
-2951.465,551.43,-380807.625
-2909.695,538.11,-380807.625
-2706.665,499.62,-380807.625
-2609.985,481.77,-380807.625
-2632.645,476.37,-380807.625
-2584.625,464.01,-380807.625
-2545.505,452.77,-380807.625
-2578.055,448.27,-380807.625
-3191.375,494.49,-380807.625
-3202.145,486.06,-380807.625
-3067.365,465.66,-380807.625
-2961.415,448.33,-380807.625
-2933.165,437.53,-380807.625
-2911.855,427.4,-380807.625
-2942.395,421.04,-380807.625
-2909.055,410.21,-380807.625
-3398.225,423.24,-380807.625
-2962.555,387.87,-380807.625
-2751.375,367.51,-380807.625
-2793.745,361.72,-380807.625
-2787.175,353.26,-380807.625
-2860.865,340.26,-380807.625
-3002.095,337.71,-380807.625
-2962.465,327.46,-380807.625
-3077.715,322.89,-380807.625
-3087.005,314.23,-380807.625
-3033.305,303.68,-380807.625
-2781.645,288.23,-380807.625
-2802.835,280.64,-380807.625
-2738.025,271.16,-380807.625
-3138.115,270.25,-380807.625
-3205.255,262.12,-380807.625
-3208.385,252.84,-380807.625
-3183.475,243.29,-380807.625
-3180.545,234.02,-380807.625
-3162.595,224.72,-380807.625
-3162.605,215.53,-380807.625
-3154.595,206.36,-380807.625
-3143.555,197.25,-380807.625
-3126.495,188.26,-380807.625
-3118.405,179.27,-380807.625
-3096.285,170.52,-380807.625
-3068.145,162.01,-380807.625
-3099.975,152.45,-380807.625
-2995.805,145.84,-380807.625
-2967.605,137.87,-380807.625
-2929.385,130.34,-380807.625
-2957.105,120.94,-380807.625
-2985.805,111.34,-380807.625
-2683.705,114.03,-380807.625
-2685.395,106.15,-380807.625
-2724.035,96.66,-380807.625
-2708.695,89.44,-380807.625
-2652.385,84.33,-380807.625
-2637.015,77.4,-380807.625
-2592.665,72.17,-380807.625
-2576.265,65.56,-380807.625
-2567.835,58.56,-380807.625
-2550.405,52.19,-380807.625
